구매id,리뷰날짜,구매옵션,리뷰내용,리뷰점수,수량,리뷰내용_length
kkj8*****,2024-12-27 02:09:15.574000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 2개월 약정(할인),"언니 골반쪽 골육종암 진단후 수술받고, 병원다닐때
주차장까지 태울 휠체어가 필요해서 주문했는데..
이용하기 편했고, 바퀴도 부드럽고 너무 잘 사용했습니다. 며칠뒤 2달 대여기간 종료인데..
다행히 항암하며 목발사용이 가능해져서. 두달 쟌 사용하고 이번에 반납합니다. 좋은 휠체어 보내주셔서
잘 사용했어요. 감사합니다~~",5,1,178
yuna****,2024-12-27 12:22:57.785000+00:00,제품선택: 고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,일단 저렴한 가격으로 필요한 만큼만 이용할 수 있어서 좋아요. 내찾내반이지만 직원분이 계시면 친절하게도 간단한 설명도 해주셔서 더 좋았답니다.,5,1,79
cw10***,2025-02-05 09:16:26.364000+00:00,제품선택: 알루미늄 휠체어대여/거상형 (오른쪽다리) / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,무릅골절되고 집에서 생활할때 빌렸어요. 아주 좋습니다.,5,1,30
love******,2024-12-27 03:53:19.539000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,주말에 급하게 주문했는데 몇시간만에 바로 사용할 수 있게 처리해주셔서 요긴하게 잘 썼습니다. 후기들처럼 상태가 너무 좋았습니다. 바퀴에 비닐 커버되있어서 비닐 떼고 바로 실내에서 사용해도 될 정도로 깨끗합니다.,5,1,117
hmg9***,2025-01-19 23:41:17.421000+00:00,제품선택: 고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,사장님 엄청 친절하시네요. 중간에 피드백도 ㄱ엄청 빠르시고 휠체어대여서비스덕분에 몸이 편찮으셨던 할머니께서 잘 이용하셨습니다. 감사합니다☺️,5,1,78
mars****,2025-01-14 00:40:14.754000+00:00,제품선택: 고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 2개월 약정(할인),아이가 발목골절이라 깁스 중 이용하려고 대여했어요. 가격 합리적이고 거의 새 상품이 왔어요 너무 편리하게 잘 사용 중입니다.,5,1,69
wend*****,2024-12-25 01:49:22.616000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,"수술을 하게 되어 발을 딛으면 안되는 상황이라 난감했는데
이렇게 편하게 대여, 반납하고 가격도 저렴하고 깨끗한 제품을 알게되었어요
한달동안 잘 쓰고 반납합니다",5,1,88
arum*****,2025-01-17 07:44:23.364000+00:00,제품선택: 고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 2개월 약정(할인),아버지가 10일사용하시고~운명하셔서 ~안타까우나 ~사용중에는 항상 앉아서 잘사용했습니다~아무튼 감사합니다,5,1,58
hms0****,2025-01-06 12:53:45.778000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,"두달째 임대 중입니다.
골절 수술 회복이 늦어서 연장 안했으면 불편했을듯.",5,1,41
siny******,2025-01-23 13:32:52.429000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 2개월 약정(할인),친절한 상담과 포장까지 정말 깔끔하게 와서 잘 썼습니다. 감사합니다,5,1,37
sorc******,2025-01-18 06:22:45.625000+00:00,제품선택: 알루미늄 휠체어대여/거상형 (오른쪽다리) / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,바퀴도 한쪽이 잘 안굴러가고 소리가 나는데 바꾸기 번거로워서 그냥 썼어요. 수거도 잘 안해가셔서 2주정도 기다렸네요,2,1,64
aya_****,2025-01-02 01:08:42.246000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 2개월 약정(할인),이동할때 부담없이 사용감 편하고 병원갈때 차에 가볍게 싣고 내리기 좋아요~,5,1,41
wend*****,2024-12-25 02:07:09.418000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,"바퀴가 세척되어서 비닐테이핑이 되어 있어있어요
관리가 깔끔한 것 같아서 안심입니다",5,1,45
kkj8*****,2024-11-04 06:23:45.961000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 2개월 약정(할인),"잘 받았습니다.
언니의 갑작스런 암진단.. 골반뼈 광범위절제술 받고
혼자 보행이 어려운상태로 항암이 곧 시작될 예정이라
병원갈때 택시타러 가는길.. 집근처 산책등.. 용도로
대여했습니다. 포장도 꼼꼼하게 잘 보내주셨구요.
받고 물티슈로 제가 한번 닦았는데, 넘 깨끗하게 소독해서 보내주셨는지.. 물티슈에 묻어나는게 없더라구요.
2개월간 잘 사용하고. 보내주신 상태로 잘 포장해서
반납하겠습니다. 번창하세요.
그리고 저희처럼 갑작스레 질병이든,사고로 휠체어 필요한분들 계시면 대여 강추할게요.
휠체어상태 깨끗해요. 구매후,도착전에 보내주시는
문자(링크)에 조립방법 있어서 발판조립도 간단히 
여자혼자.. 저도 쉽게 했구요!!",5,1,348
nkje*****,2025-01-11 03:25:51.453000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,어머니께서 다리를 다치셔서 한달 동안 깁스를 하셨는데 그동안 이동하실때 편리하게 사용하셨습니다.,5,1,53
ra****,2024-12-12 07:06:11.162000+00:00,제품선택: 알루미늄 휠체어대여/거상형 (양쪽다리) / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,"휠체어 필요할때 대여해 쓰니 너무 좋았어요!
또 쓸일이 안생겼으면 좋겠지만 (ㅎㅎ)
혹시라도 대여할 일이 또 생기면 이 곳에서 이용할겅예요",5,1,77
moon*******,2024-12-07 02:14:17.498000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,깨끗하게 잘 도착했어요. 어머니가 잘 걷지를 못해 한달만 우선 써고려고 임대했는데 가격도 괜찮고 잘 한거 같아요.,5,1,63
ghk1***,2024-12-18 10:57:02.443000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,휠체어가 급하게 필요했는데 내찾내반 서비스 너무 좋아요,5,1,30
jami*****,2024-12-02 13:39:32.874000+00:00,제품선택: 최고급 알루미늄 휠체어대여/분리형 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,"택배에 문제가 생겨 연락을 드렸는데
친절하게 응대해 주셔서 너무 좋았어요 
제품도 좋아서 마음에 들어요 ~",5,1,59
pret*****,2024-12-06 03:28:31.132000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,할머니모시고 놀러다니기 너무편해서 다행이예요 이런시스템이있다는걸 널리 알리고있어요,5,1,45
bjin*****,2024-12-22 10:18:19.035000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,정으말 유용하게 잘썻어요 보낼때도  바크ㅟ도잘닦아서보냇어요 집에서만 탓지만 그래도 다음분을위해서  사장님도 친절해서요,5,1,65
hms0****,2024-11-23 09:28:20.949000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,"휠체어 아니면 꼼짝 못할 뻔했어요.
컴퓨터의자를 쓸까하다가 통원하기 편할듯해서 대여했는데,집에서 더 잘 써요.
픽업과정도 편해요.
당분간 제 다리가 되어주겠네요.",5,1,90
kye0***,2024-11-24 22:21:59.056000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,담당자님께서 친절하셔서 기분좋게 대여 했습니다! 내찾내반 서비스도 편리하고 좋아요 ^-^,5,1,49
tons******,2024-11-22 04:20:11.861000+00:00,제품선택: 최고급 알루미늄 휠체어대여/컴팩트형(택배불가) / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,"컴팩트해서 차량에 넣을 때 좀더 편했어요. 
내찾내반인데 찾으러 갈 때 반납하러 갈때 항상 사장님을 만났어요.
친절하시고 감사합니다.",5,1,74
wend*****,2024-11-25 14:13:17.347000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,"바퀴가 세척 후 비닐에 쌓여서 왔어요
비대면으로 찾아가기도 편하고
잘 쓰고 있습니다",5,1,46
tiam*****,2024-11-24 12:32:09.492000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,"한달동안 잘사용했어요 !
한달지나면 수거요청.알아서해야하는줄 알았는데
연락도주시고 서비스굿굿",5,1,51
love******,2024-11-21 10:50:54.723000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,"아이가 골절로 수술했는데
목발을 너무 어려워해서 대여했어요~
당일 신청해서 당일 찾으러가서 잘사용중입니다.!!",5,1,61
aya_****,2024-11-10 11:22:22.149000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 2개월 약정(할인),갑자기 퇴원하게 되어 급하게 알아보다가...처음이여서 질문도 많이 하고 주말이여서 걱정했는데 너무 친절하게 상담해주시고 상품도 잘 받았습니다. 감사합니다:) 👍,5,1,89
yesh******,2024-11-24 02:10:36.837000+00:00,제품선택: 알루미늄 휠체어대여/거상형 (왼쪽다리) / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,가까우셔서 직접 가져다 주시고 친절합니다ㅡ 상태도 좋습니다!,5,1,33
bora******,2024-12-12 01:20:45.211000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,생각보다가볍고 유연하게 움직이고 튼튼해서 편하게 쓰고 있습니다.,5,1,35
pret*****,2024-11-11 09:33:24.736000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,거동 어려운 할머니 모시고 간만에 산책을 즐길수 있었습니다 이런대여서비스 좋네요 휠체어를 사야하나 고민했었는데 진짜좋은거같습니다,5,1,71
wjdg******,2024-11-19 09:39:29.904000+00:00,제품선택: 알루미늄 휠체어대여/거상형 (오른쪽다리) / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 2개월 약정(할인),"가볍고 새거 같이 깨끗해요 
연골 수술해서 필요했는데
두달 동안 잘 사용할꺼 같아요",5,1,46
chri*****,2024-10-20 07:53:38.702000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,"친절한 판매자님이세요. 
발목 골절 때문에 대여했는데 제품 상태도 좋게 왔고 발판과 브레이크 조립하기 쉬워요. 쿠폰적용시 여기가 좀 저렴한 듯합니다. 밖엔 잘 안나가지만 잘 쓰고 있어요.",5,1,104
ckdt****,2024-11-04 10:27:57.536000+00:00,제품선택: 최고급 알루미늄 휠체어대여/분리형 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,"토요일 늦은저녁에 인대파열부상으로인해 병원에서 진료받고나왓는데 주말에는 휠체어빌릴곳이없어서 난감해하고있던 상황이였습니다.
우연히 무인으로 운영하고계시다길래 내찾내반으로 주문했는데 주말 심야의 늦은시간에도 대여받을수있도록 대표님께서 시스템을 잘해놓으셧더라구요
심지어 직접오셔서 휠체어도 한번더 닦아주시고.. 정말 감사했습니다
휠체어가있어서 매번 편하게 움직이는것에 감사합니다 !!",5,1,211
seb1***,2024-10-30 00:43:42.623000+00:00,제품선택: 최고급 알루미늄 휠체어대여/컴팩트형(택배불가) / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 1개월,"발가락 골절되고 깁스하면서 외출이 너무 불편해서 휠체어를 알아보다가 주문해서 사용했습다.
사장님 정말 너무 친절하시고 휠체어 상태도 너무 좋았어요!
다시 사용할 일이 없으면 좋겠지만.. 혹시라도 생기면 다시 꼭 사용할 것 같아요 :)",5,1,130
nena***,2024-09-27 00:19:05.445000+00:00,제품선택: 최고급 알루미늄 휠체어대여 / 수령방식선택: 내찾내반(비대면직접수령/용인세브란스병원 인근) / 기간선택: 2개월 약정(할인),"가성비좋습니다.
깨끗하고요 앞에 작은 바퀴는 사용흔적이 꽤있어 보이지만 메인 큰 바퀴는 교체하고 사용 흔적이 거의 없습니다, 처음 수령시에는 바퀴에 세척 멸균후 밀착 레핑되어있어 그대로 사용하다 이탈하면 떼어내면 됩니다.
실내 사용시 바퀴 커버 문의드렸더니 커버는 사용하다 미끌림이나, 이탈로 인해 사고 위험이 있어서 없다고 하시네요,  거의 집안에서 사용중이라 사실 커버는 큰 필요성을 못느낌니다.
한번씩 병원 다녀오면 닦아야 하는 불편함이 있지만 뭐 그정도는^^ 병원에선 병원꺼 쓰니까 집에서 차까지만 외부 사용이라~~
잘 쓰고있습니다.",5,1,302
sorc******,2024-11-25 11:11:55.837000+00:00,제품선택: 알루미늄 휠체어대여/거상형 (오른쪽다리) / 수령방식선택: 택배배송(왕복배송비포함) / 기간선택: 1개월,바퀴가 잘 굴러가지 않고 소리가나요..교환하기 힘들어서 그냥쓰고 반납하려 합니다,2,1,44
